Best Full Bound,Test Error,Train Error,Norm Squared U,Norm Squared V,Number Parameters,Best Prior Bound,Best Prior Sigma U,Best Prior Sigma V,Stochastic Bnd Loss,Stochastic Test Loss,Beta,Step Size,Layer Width,Batch Size,Momentum,CE Stopping Value,Prior Examples,Dataset,Train Size,Model Type,Sigma 2 Grid,Sigma 1 Grid,Init Key,KL Extra
1.1317263,0.13420004,0.10901666,67.30143,44.458946,1270400,0.7861658,0.07,0.05,0.23483333,0.2411,5.0,0.01,1600,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",3,1024000
1.2087412,0.1325,0.10441667,204.59879,135.11815,39700,0.8329587,0.1,0.07,0.22608334,0.2443,5.0,0.1,50,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.1544094,0.13240004,0.10885,162.15811,104.437805,79400,0.7742401,0.09,0.07,0.21629167,0.2356,5.0,0.1,100,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.124618,0.13230002,0.110283315,133.87921,88.388214,158800,0.74932414,0.1,0.07,0.22595833,0.2507,5.0,0.1,200,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.096976,0.1347,0.114250004,101.92078,68.47309,317600,0.72685033,0.07,0.07,0.20775,0.2191,5.0,0.1,400,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.1307285,0.13190001,0.110266685,100.19126,64.20557,635200,0.768604,0.08,0.07,0.2315,0.24509999,5.0,0.1,800,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.114216,0.13440001,0.11285001,72.66565,48.02296,1270400,0.76817334,0.07,0.06,0.233,0.2507,5.0,0.1,1600,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.2003274,0.13050002,0.10519999,186.8785,127.21725,39700,0.82025754,0.09,0.06,0.21720833,0.2324,5.0,0.03,50,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.1583309,0.13320005,0.109666646,153.35204,100.68137,79400,0.7708657,0.09,0.07,0.22070833,0.2357,5.0,0.03,100,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.1244532,0.13350004,0.111199975,125.195984,84.01766,158800,0.7398078,0.09,0.07,0.22779167,0.2356,5.0,0.03,200,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.0980288,0.1343,0.11433333,93.89502,63.945614,317600,0.72603416,0.07,0.07,0.217,0.2297,5.0,0.03,400,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.1291004,0.13140005,0.10974997,88.59951,57.963634,635200,0.7684307,0.07,0.07,0.23162499,0.2366,5.0,0.03,800,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.1107862,0.1351,0.11231667,60.03096,40.681843,1270400,0.7656488,0.07,0.05,0.23545833,0.25329998,5.0,0.03,1600,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.1972661,0.13080001,0.10531664,182.44708,124.9258,39700,0.8113793,0.09,0.06,0.21529166,0.2356,5.0,0.01,50,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.157763,0.13320005,0.10981667,150.87094,99.467186,79400,0.7692942,0.09,0.07,0.2225,0.23869999,5.0,0.01,100,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.1229542,0.13270003,0.111166656,123.03555,82.84768,158800,0.7368554,0.09,0.07,0.22591667,0.2426,5.0,0.01,200,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.0966812,0.13460004,0.11434996,92.07395,62.86097,317600,0.7210546,0.07,0.07,0.21991667,0.2294,5.0,0.01,400,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.1262505,0.1315,0.11014998,86.18813,56.56457,635200,0.766245,0.07,0.07,0.234375,0.2504,5.0,0.01,800,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.1070205,0.13550001,0.11258334,58.045547,39.47329,1270400,0.75440687,0.06,0.05,0.22475,0.23709999,5.0,0.01,1600,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.1576343,0.13460004,0.11013335,170.9837,109.13408,39700,0.7931169,0.09,0.06,0.20975,0.2306,5.0,0.1,50,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1259922,0.1318,0.110266685,152.78543,96.209,79400,0.7392997,0.09,0.07,0.21508333,0.22749999,5.0,0.1,100,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.122704,0.1333,0.11039996,133.09085,87.60172,158800,0.7458128,0.08,0.07,0.21041666,0.2294,5.0,0.1,200,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1339959,0.13300002,0.110599995,119.67289,75.0028,317600,0.76527834,0.08,0.08,0.22070833,0.2456,5.0,0.1,400,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1298187,0.13310003,0.11068332,97.445984,64.726875,635200,0.76897,0.08,0.06,0.21958333,0.2374,5.0,0.1,800,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1201475,0.1354,0.11191666,75.639114,49.161934,1270400,0.7682488,0.07,0.06,0.22979167,0.24229999,5.0,0.1,1600,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.159958,0.13410002,0.1098333,162.16795,105.465034,39700,0.7829089,0.09,0.06,0.21833333,0.234,5.0,0.03,50,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1285036,0.13170004,0.11114997,145.2875,93.05206,79400,0.7375707,0.09,0.07,0.21229166,0.235,5.0,0.03,100,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1277137,0.1322,0.111199975,124.68968,83.75201,158800,0.74428195,0.09,0.06,0.22420833,0.23719999,5.0,0.03,200,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1353859,0.1336,0.11114997,110.593315,70.4388,317600,0.7621985,0.08,0.07,0.22683333,0.24309999,5.0,0.03,400,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1299474,0.1325,0.110583305,87.17458,58.939735,635200,0.76594156,0.07,0.06,0.223375,0.23969999,5.0,0.03,800,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1103104,0.13520002,0.110566676,62.117783,41.377403,1270400,0.75590825,0.06,0.05,0.21920833,0.2382,5.0,0.03,1600,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.160614,0.13420004,0.11033332,160.08952,104.46387,39700,0.78013235,0.09,0.07,0.22016667,0.2346,5.0,0.01,50,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1289963,0.13230002,0.11133331,143.5703,92.28693,79400,0.73746324,0.09,0.07,0.21366666,0.2254,5.0,0.01,100,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1243821,0.13260001,0.11141664,122.39387,82.53272,158800,0.74203634,0.09,0.06,0.22145833,0.2347,5.0,0.01,200,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1331207,0.13460004,0.11158335,108.09431,69.06636,317600,0.7580047,0.08,0.07,0.22775,0.2444,5.0,0.01,400,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.127836,0.13160002,0.11076665,85.00403,57.629833,635200,0.7634132,0.07,0.06,0.22475,0.24149999,5.0,0.01,800,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1049892,0.1354,0.11133331,59.975155,40.096992,1270400,0.75060624,0.06,0.05,0.22116667,0.24039999,5.0,0.01,1600,1000,0.0,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.1225462,0.134,0.10955,150.91505,119.93888,39700,0.86977416,0.0,0.07,0.32483333,0.3408,5.0,0.1,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.1473002,0.1297,0.10933334,141.73819,100.46037,79400,0.88925827,0.0,0.11,0.33216667,0.3509,5.0,0.1,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.1840762,0.13390005,0.110000014,120.69113,87.64995,158800,0.92257965,0.0,0.1,0.36116666,0.3718,5.0,0.1,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.2517097,0.13800001,0.109366655,119.12071,77.450325,317600,1.00032,0.0,0.08,0.37041667,0.3766,5.0,0.1,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.3572556,0.14320004,0.1137833,126.065384,78.26086,635200,1.1388339,0.0,0.08,0.41670832,0.4191,5.0,0.1,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.4598368,0.14380002,0.11338335,115.70131,74.62285,1270400,1.270744,0.0,0.07,0.45770833,0.47059998,5.0,0.1,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.1193236,0.13390005,0.11039996,144.91843,117.715866,39700,0.86555386,0.0,0.07,0.32470834,0.3387,5.0,0.03,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.1463268,0.1304,0.10978335,135.88148,98.332886,79400,0.8873058,0.0,0.11,0.34341666,0.3477,5.0,0.03,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.1799929,0.13420004,0.110266685,113.608376,84.699265,158800,0.92134464,0.0,0.07,0.34483334,0.3554,5.0,0.03,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.2337062,0.13410002,0.10836667,101.061226,68.97487,317600,0.9955849,0.0,0.1,0.39658332,0.40649998,5.0,0.03,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.2890016,0.13560003,0.10863334,74.65132,52.067238,635200,1.0743301,0.0,0.08,0.42875,0.43899998,5.0,0.03,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.357899,0.13740003,0.11049998,52.79363,34.80352,1270400,1.1680145,0.0,0.06,0.47066665,0.47689998,5.0,0.03,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.1187599,0.13350004,0.11014998,143.58214,117.23962,39700,0.8628505,0.0,0.13,0.33291668,0.3513,5.0,0.01,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.1440018,0.13030005,0.10974997,134.4196,97.769295,79400,0.88807297,0.0,0.08,0.33091667,0.3515,5.0,0.01,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.1782758,0.13420004,0.1105333,111.86645,83.85828,158800,0.9169235,0.0,0.07,0.34458333,0.359,5.0,0.01,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.2329103,0.134,0.1083833,98.9108,67.90332,317600,0.97998625,0.0,0.08,0.381625,0.3915,5.0,0.01,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.2847308,0.13490003,0.109033346,72.01946,50.566715,635200,1.072527,0.0,0.08,0.429625,0.4369,5.0,0.01,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.352777,0.13490003,0.109966636,48.88376,32.465508,1270400,1.16266,0.0,0.06,0.47483334,0.4737,5.0,0.01,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",1,64000
1.1321002,0.13060004,0.107566655,160.82967,125.9365,39700,0.87753916,0.0,0.1,0.328875,0.3418,5.0,0.1,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.1485146,0.13300002,0.110016644,143.49846,100.518364,79400,0.87846136,0.0,0.1,0.33404166,0.3461,5.0,0.1,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.2028419,0.1304,0.10778332,129.68062,93.375656,158800,0.94329655,0.0,0.1,0.36204165,0.3757,5.0,0.1,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.2462366,0.13350004,0.109716654,108.63512,77.16168,317600,0.99377,0.0,0.08,0.37670833,0.3872,5.0,0.1,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
